1.106, -59.838, 127
3.106, -59.811, 127
5.105, -59.773, 127
7.104, -59.705, 127
9.102, -59.612, 127
11.099, -59.501, 127
13.093, -59.347, 127
15.085, -59.174, 127
17.075, -58.969, 127
19.059, -58.722, 127
21.04, -58.446, 127
23.016, -58.137, 127
24.983, -57.774, 125.915
26.942, -57.374, 123.882
28.892, -56.932, 121.815
30.832, -56.444, 119.711
32.754, -55.891, 117.57
34.66, -55.285, 115.39
36.546, -54.622, 113.168
38.41, -53.897, 110.901
40.246, -53.104, 108.587
42.049, -52.241, 106.223
43.815, -51.303, 103.804
45.537, -50.286, 101.328
47.207, -49.186, 98.79
48.819, -48.003, 96.186
50.365, -46.735, 93.508
51.838, -45.383, 90.752
53.23, -43.948, 87.91
54.535, -42.433, 84.973
55.747, -40.843, 81.93
56.861, -39.183, 78.769
57.866, -37.454, 75.476
58.767, -35.669, 72.033
59.565, -33.836, 68.417
60.264, -31.962, 64.599
60.865, -30.055, 60.541
61.372, -28.121, 56.19
61.789, -26.165, 51.472
62.121, -24.193, 46.275
62.37, -22.209, 40.415
62.544, -20.217, 33.547
62.651, -18.219, 24.849
62.699, -15.789, 0
62.699, -15.789, 0
63.092, 4.207, 0
endData
127
127
200
1.106, -59.838, 47.825, -59.648, 62.699, -41.913, 62.699, -15.789
#PATH.JERRYIO-DATA {"appVersion":"0.5.1","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"VertWXJUTp","x":1.105996843766441,"y":-59.83824302998422,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"USPiB79DM2","x":47.82482903734876,"y":-59.647553918990006,"lock":false,"visible":true,"__type":"control"},{"uid":"bvvia179dw","x":62.698579694897425,"y":-41.91346659652814,"lock":false,"visible":true,"__type":"control"},{"uid":"45Ys0j2Dhq","x":62.698579694897425,"y":-15.789058390320886,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"LDwyNBcNNi"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":43,"to":127},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":4,"label":"4"},"step":0.01,"from":1.4,"to":1.8},"maxDecelerationRate":127},"name":"Path","uid":"BOrbXCaM5e","lock":false,"visible":true}]}
